Medical School Name,Country,City Name
UNIVERSIDAD DE SUCRE FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Sincelejo
UNIVERSIDAD DEL CAUCA FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Popayan
UNIVERSIDAD DEL MAGDALENA FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Santa Marta
UNIVERSIDAD DEL NORTE PROGRAMA DE MEDICINA,Colombia,Barranquilla
UNIVERSIDAD DEL QUINDÍO FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Armenia
UNIVERSIDAD DEL ROSARIO ESCUELA DE MEDICINA Y CIENCIAS DE LA SALUD,Colombia,Bogotá
UNIVERSIDAD DEL SINÚ ELIAS BECHARA ZAINÚM ESCUELA DE MEDICINA CARTAGENA,Colombia,Cartagena
UNIVERSIDAD DEL SINÚ FACULTAD DE CIENCIAS DE LA SALUD MONTERÍA,Colombia,Monteria
UNIVERSIDAD DEL TOLIMA FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Ibague
"UNIVERSIDAD DEL VALLE ESCUELA DE MEDICINA, CALI",Colombia,Cali
"UNIVERSIDAD EL BOSQUE, ESCUELA MEDICINA COLOMBIANA",Colombia,Bogotá
UNIVERSIDAD ICESI FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Cali
UNIVERSIDAD INDUSTRIAL DE SANTANDER ESCUELA DE MEDICINA,Colombia,Bucaramanga
UNIVERSIDAD LIBRE DE CALI FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Cali
UNIVERSIDAD LIBRE DE COLOMBIA FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Barranquilla
UNIVERSIDAD METROPOLITANA PROGRAMA DE MEDICINA,Colombia,Barranquilla
UNIVERSIDAD MILITAR NUEVA GRANADA FACULTAD DE MEDICINA,Colombia,Bogotá
UNIVERSIDAD NACIONAL DE COLOMBIA FACULTAD DE MEDICINA,Colombia,Bogotá
UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Tunja
UNIVERSIDAD PONTIFICIA BOLIVARIANA FACULTAD DE MEDICINA,Colombia,Medellin
"UNIVERSIDAD SANTIAGO DE CALI FACULTAD DE SALUD, CAMPUS PALMIRA",Colombia,Palmira
"UNIVERSIDAD SANTIAGO DE CALI FACULTAD DE SALUD, CAMPUS PAMPALINDA",Colombia,Cali
UNIVERSIDAD SIMÓN BOLÍVAR FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Barranquilla
UNIVERSIDAD SURCOLOMBIANA FACULTAD DE LA SALUD,Colombia,Neiva
UNIVERSIDAD TECNOLÓGICA DE PEREIRA FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Pereira
THE INTERNATIONAL MEDICAL EDUCATION-COMORO ISLANDS (IME-CI),Comoros,Moroni
UNIVERSITÉ MARIEN NGOUABI FACULTÉ DES SCIENCES DE LA SANTÉ,Congo,Brazzaville
UNIVERSITÉ CATHOLIQUE DE BUKAVU FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Bukavu
UNIVERSITÉ CATHOLIQUE DU GRABEN FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Butembo
UNIVERSITÉ CHRÉTIENNE DE KINSHASA (UCKIN) FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kinshasa
UNIVERSITÉ CHRÉTIENNE INTERNATIONALE FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kinshasa
UNIVERSITÉ DE GOMA FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Goma
UNIVERSITÉ DE KINDU FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kindu
UNIVERSITÉ DE KINSHASA FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kinshasa
UNIVERSITÉ DE KISANGANI FACULTÉ DE MÉDECINE ET DE PHARMACIE,"Congo, Democratic Republic of the",Kisangani
UNIVERSITÉ DE LUBUMBASHI FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Lubumbashi
UNIVERSITÉ ÉVANGÉLIQUE EN AFRIQUE FACULTÉ DE MÉDECINE ET SANTÉ COMMUNAUTAIRE,"Congo, Democratic Republic of the",Bukavu
UNIVERSITÉ KONGO FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kisantu
UNIVERSITÉ MBUJIMAYI FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Mbuji-Mayi
UNIVERSITÉ NOTRE DAME DU KASAYI FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kananga
UNIVERSITÉ OFFICIELLE DE BUKAVU FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Bukavu
UNIVERSITÉ PRÉSIDENT JOSEPH KASA-VUBU FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Boma
UNIVERSITÉ PROTESTANTE AU CONGO FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kinshasa
UNIVERSITÉ SIMON KIMBANGU FACULTÉ DE MÉDECINE HUMAINE,"Congo, Democratic Republic of the",Kinshasa
UNIVERSITÉ TÉCHNOLOGIQUE BEL CAMPUS FACULTÉ DE MÉDECINE,"Congo, Democratic Republic of the",Kinshasa
JAMES COOK SCHOOL OF MEDICINE,Cook Islands,Rarotonga
ST. MARY'S SCHOOL OF MEDICINE (COOK ISLANDS),Cook Islands,Rarotonga
UNIVERSIDAD AUTÓNOMA DE CENTRO AMÉRICA FACULTAD DE CIENCIAS DE LA SALUD,Costa Rica,San Jose
UNIVERSIDAD DE CIENCIAS MEDICAS ANDRÉS VESALIO GUZMÁN (UCIMED) ESCUELA DE MEDICINA,Costa Rica,San Jose
UNIVERSIDAD DE COSTA RICA FACULTAD DE MEDICINA,Costa Rica,San Jose
UNIVERSIDAD DE IBEROAMÉRICA ESCUELA DE MEDICINA,Costa Rica,San Jose
UNIVERSIDAD FEDERADA SAN JUDAS TADEO ESCUELA DE MEDICINA,Costa Rica,San Jose
UNIVERSIDAD HISPANOAMERICANA,Costa Rica,San Jose
UNIVERSIDAD INTERNACIONAL DE LAS AMÉRICAS ESCUELA DE MEDICINA Y CIRUGÍA,Costa Rica,San Jose
"UNIVERSIDAD LATINA DE COSTA RICA FACULTAD DE CIENCIAS DE LA SALUD, ESCUELA DE MEDICINA",Costa Rica,San Jose
"UFR DES SCIENCES MÉDICALES, UNIVERSITÉ FÉLIX HOUPHOUËT-BOIGNY",Côte d'Ivoire,Abidjan
UNIVERSITÉ ALASSANE OUATTARA UFR SCIENCES MÉDICALES,Côte d'Ivoire,Bouaké
MEDICINSKI FAKULTET OSIJEK,Croatia,Osijek
MEDICINSKI FAKULTET U SPLITU,Croatia,Split
"MEDICINSKI FAKULTET, SVEUČILIŠTA U ZAGREBU",Croatia,Zagreb
UNIVERSITY OF RIJEKA FACULTY OF MEDICINE,Croatia,Rijeka
"UNIVERSITY OF ZAGREB, SPLIT BRANCH",Croatia,Split
ESCUELA LATINOAMERICANA DE MEDICINA,Cuba,Habana
FACULTAD DE CIENCIAS MÉDICAS DE GRANMA 'CELIA SANCHEZ MANDULEY',Cuba,Manzanillo
FACULTAD DE CIENCIAS MÉDICAS MATANZAS 'JUAN GUITERAS GENER',Cuba,Matanzas
UNIVERSIDAD DE CIENCIAS MÉDICAS DE CAMAGÜEY,Cuba,Camaguey
UNIVERSIDAD DE CIENCIAS MÉDICAS DE CIEGO DE AVILA FACULTAD DE MEDICINA,Cuba,Ciego de Avila
UNIVERSIDAD DE CIENCIAS MÉDICAS DE CIENFUEGOS,Cuba,Cienfuegos
UNIVERSIDAD DE CIENCIAS MÉDICAS DE GUANTÁNAMO,Cuba,Guantanamo
UNIVERSIDAD DE CIENCIAS MÉDICAS DE HOLGUÍN,Cuba,Holguin
UNIVERSIDAD DE CIENCIAS MÉDICAS DE LA HABANA,Cuba,Habana
UNIVERSIDAD DE CIENCIAS MÉDICAS DE LAS TUNAS FACULTAD DE MEDICINA,Cuba,Las Tunas
UNIVERSIDAD DE CIENCIAS MÉDICAS DE PINAR DEL RÍO,Cuba,Pinar del Rio
UNIVERSIDAD DE CIENCIAS MÉDICAS DE SANTIAGO DE CUBA,Cuba,Santiago de Cuba
UNIVERSIDAD DE CIENCIAS MÉDICAS DE VILLA CLARA FACULTAD DE MEDICINA,Cuba,Santa Clara
UNIVERSIDAD DE CIENCIAS MÉDICAS SANCTI SPIRITUS,Cuba,Sancti Spiritus
EUROPEAN UNIVERSITY CYPRUS SCHOOL OF MEDICINE,Cyprus,Nicosia
NEAR EAST UNIVERSITY FACULTY OF MEDICINE,Cyprus,Lefkosa
UNIVERSITY OF CYPRUS MEDICAL SCHOOL,Cyprus,Nicosia
UNIVERSITY OF NICOSIA MEDICAL SCHOOL,Cyprus,Nicosia
"1. LÉKAŘSKÁ FAKULTA, UNIVERZITA KARLOVA",Czech Republic,Praha
"2. LÉKAŘSKÁ FAKULTA, UNIVERZITA KARLOVA",Czech Republic,Praha
"3. LÉKAŘSKÁ FAKULTA, UNIVERZITA KARLOVA",Czech Republic,Praha
"FAKULTA VOJENSKÉHO ZDRAVOTNICTVÍ, UNIVERZITA OBRANY",Czech Republic,Hradec Kralove
LÉKAŘSKÁ FAKULTA UK V HRADCI KRÁLOVÉ,Czech Republic,Hradec Kralove
"LÉKAŘSKÁ FAKULTA V PLZNI, UNIVERZITA KARLOVA V PRAZE",Czech Republic,Plzen
MASARYKOVA UNIVERZITA LÉKAŘSKÁ FAKULTA,Czech Republic,Brno
OSTRAVSKÁ UNIVERZITA V OSTRAVĚ LÉKAŘSKÁ FAKULTA,Czech Republic,Ostrava
UNIVERZITA PALACKÉHO V OLOMOUCI LÉKAŘSKÁ FAKULTA,Czech Republic,Olomouc
AALBORG UNIVERSITET DET SUNDHEDSVIDENSKABELIGE FAKULTET,Denmark,Aalborg
AARHUS UNIVERSITY FACULTY OF HEALTH,Denmark,Aarhus
KØBENHAVNS UNIVERSITET DET SUNDHEDSVIDENSKABELIGE OG MEDICINSK FAKULTET,Denmark,Kobenhavn
SYDDANSK UNIVERSITET DET SUNDHEDSVIDENSKABELIGE FAKULTET,Denmark,Odense
UNIVERSITÉ DE DJIBOUTI FACULTÉ DE MÉDECINE,Djibouti,Djibouti
"ALL SAINTS UNIVERSITY SCHOOL OF MEDICINE, DOMINICA",Dominica,Roseau
INSTITUTO TECNOLÓGICO DE SANTO DOMINGO (INTEC) FACULTAD DE CIENCIAS DE LA SALUD,Dominican Republic,Santo Domingo
"O&MED MEDICAL SCHOOL, UNIVERSIDAD DOMINICANA O&M",Dominican Republic,Santo Domingo
PONTIFICIA UNIVERSIDAD CATÓLICA MADRE Y MAESTRA FACULTAD DE CIENCIAS DE LA SALUD SANTIAGO,Dominican Republic,Santiago
PONTIFICIA UNIVERSIDAD CATÓLICA MADRE Y MAESTRA FACULTAD DE CIENCIAS DE LA SALUD SANTO DOMINGO,Dominican Republic,Santo Domingo
UNIVERSIDAD AUTÓNOMA DE SANTO DOMINGO FACULTAD DE CIENCIAS DE LA SALUD,Dominican Republic,Santo Domingo
UNIVERSIDAD C.E.T.E.C. ESCUELA DE MEDICINA,Dominican Republic,Santo Domingo
UNIVERSIDAD C.I.F.A.S. ESCUELA DE MEDICINA,Dominican Republic,Santo Domingo
UNIVERSIDAD CATÓLICA NORDESTANA (UCNE) FACULTAD DE CIENCIAS MEDICAS,Dominican Republic,San Francisco de Macoris
UNIVERSIDAD CATÓLICA TECNOLÓGICA DEL CIBAO (UCATECI) ESCUELA DE MEDICINA,Dominican Republic,La Vega
UNIVERSIDAD CENTRAL DEL ESTE (UCE) FACULTAD DE MEDICINA,Dominican Republic,San Pedro de Macoris
UNIVERSIDAD EUGENIO MARIA DE HOSTOS ESCUELA DE MEDICINA,Dominican Republic,Santo Domingo
UNIVERSIDAD FEDERICO HENRIQUEZ Y CARVAJAL (UFHEC) FACULTAD DE MEDICINA,Dominican Republic,Santo Domingo
"UNIVERSIDAD IBEROAMERICANA (UNIBE) SCHOOL OF MEDICINE, SANTO DOMINGO",Dominican Republic,Santo Domingo
UNIVERSIDAD INTERNACIONAL EUGENIO MARIA DE HOSTOS,Dominican Republic,Santo Domingo
UNIVERSIDAD MUNDIAL DOMINICANA ESCUELA DE MEDICINA,Dominican Republic,Santo Domingo
UNIVERSIDAD NACIONAL PEDRO HENRÍQUEZ UREÑA (UNPHU) ESCUELA DE MEDICINA,Dominican Republic,Santo Domingo
"UNIVERSIDAD TECNOLÓGICA DE SANTIAGO ESCUELA DE MEDICINA, SANTIAGO CAMPUS",Dominican Republic,Santiago de Los Caballeros
"UNIVERSIDAD TECNOLÓGICA DE SANTIAGO ESCUELA DE MEDICINA, SANTO DOMINGO CAMPUS",Dominican Republic,Santo Domingo
ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO FACULTAD DE SALUD PÚBLICA,Ecuador,Riobamba
PONTIFICIA UNIVERSIDAD CATÓLICA DEL ECUADOR FACULTAD DE MEDICINA,Ecuador,Quito
UNIVERSIDAD CATÓLICA DE CUENCA AZOGUES FACULTAD DE MEDICINA,Ecuador,Azogues
UNIVERSIDAD CATÓLICA DE CUENCA UNIDAD ACADÉMICA DE SALUD Y BIENESTAR,Ecuador,Cuenca
UNIVERSIDAD CATÓLICA DE SANTIAGO DE GUAYAQUIL FACULTAD DE CIENCIAS MÉDICAS,Ecuador,Guayaquil
UNIVERSIDAD CENTRAL DEL ECUADOR FACULTAD DE CIENCIAS MÉDICAS,Ecuador,Quito
UNIVERSIDAD CRISTIANA LATINOAMERICANA ESCUELA DE MEDICINA,Ecuador,Quito
UNIVERSIDAD DE CUENCA FACULTAD DE CIENCIAS MÉDICAS,Ecuador,Cuenca
UNIVERSIDAD DE GUAYAQUIL FACULTAD DE CIENCIAS MÉDICAS,Ecuador,Guayaquil
UNIVERSIDAD DE LAS AMÉRICAS FACULTAD DE CIENCIAS DE LA SALUD,Ecuador,Quito
UNIVERSIDAD DEL AZUAY FACULTAD DE MEDICINA,Ecuador,Cuenca
UNIVERSIDAD INTERNACIONAL DEL ECUADOR FACULTAD DE CIENCIAS MÉDICAS Y DE LA SALUD,Ecuador,Quito
UNIVERSIDAD LAICA 'ELOY ALFARO' DE MANABÍ FACULTAD DE CIENCIAS MÉDICAS,Ecuador,Manta
UNIVERSIDAD NACIONAL DE CHIMBORAZO FACULTAD DE CIENCIAS DE LA SALUD,Ecuador,Riobamba
UNIVERSIDAD NACIONAL DE LOJA ÁREA DE LA SALUD HUMANA,Ecuador,Loja
UNIVERSIDAD PARTICULAR DE ESPECIALIDADES ESPIRITU SANTO (UEES) FACULTAD DE CIENCIAS MÉDICAS,Ecuador,Guayaquil
UNIVERSIDAD REGIONAL AUTÓNOMA DE LOS ANDES FACULTAD CIENCIAS MÉDICAS,Ecuador,Ambato
UNIVERSIDAD SAN FRANCISCO DE QUITO COLEGIO DE CIENCIAS DE LA SALUD,Ecuador,Quito
UNIVERSIDAD TÉCNICA DE AMBATO FACULTAD DE CIENCIAS DE LA SALUD,Ecuador,Ambato
UNIVERSIDAD TÉCNICA DE MACHALA ESCUELA DE CIENCIAS MÉDICAS,Ecuador,Machala
UNIVERSIDAD TÉCNICA DE MANABÍ FACULTAD DE CIENCIAS DE LA SALUD,Ecuador,Manabí
UNIVERSIDAD TÉCNICA PARTICULAR DE LOJA ESCUELA DE MEDICINA,Ecuador,Loja
UNIVERSIDAD TECNÓLOGICA EQUINOCCIAL FACULTAD DE CIENCIAS DE LA SALUD EUGENIO ESPEJO,Ecuador,Quito
AIN SHAMS UNIVERSITY FACULTY OF MEDICINE,Egypt,Cairo
AL-AZHAR FACULTY OF MEDICINE FOR MEN IN ASYUT,Egypt,Assiut
AL-AZHAR UNIVERSITY FACULTY OF MEDICINE FOR BOYS,Egypt,Nasr City
AL-AZHAR UNIVERSITY FACULTY OF MEDICINE FOR GIRLS,Egypt,Nasr City
ALEXANDRIA UNIVERSITY FACULTY OF MEDICINE,Egypt,Alexandria
"ARAB ACADEMY FOR SCIENCE, TECHNOLOGY AND MARITIME TRANSPORT COLLEGE OF MEDICINE",Egypt,New El Alamein City
ARMED FORCES COLLEGE OF MEDICINE (AFCM),Egypt,Cairo
ASSIUT UNIVERSITY FACULTY OF MEDICINE,Egypt,Assiut
ASWAN UNIVERSITY FACULTY OF MEDICINE,Egypt,Aswan
BADR UNIVERSITY IN CAIRO SCHOOL OF MEDICINE,Egypt,Badr City
BENI SUEF UNIVERSITY FACULTY OF MEDICINE,Egypt,Beni Suef
CAIRO UNIVERSITY FACULTY OF MEDICINE,Egypt,Cairo
COLLEGE OF HUMAN MEDICINE BENHA UNIVERSITY,Egypt,Benha
"DAMIETTA FACULTY OF MEDICINE, AL-AZHAR UNIVERSITY",Egypt,Damietta
DELTA UNIVERSITY FOR SCIENCE AND TECHNOLOGY FACULTY OF MEDICINE,Egypt,Belqas
FAYOUM UNIVERSITY FACULTY OF MEDICINE,Egypt,Al-Fayoum
GALALA UNIVERSITY FACULTY OF MEDICINE,Egypt,Attaka
HELWAN UNIVERSITY FACULTY OF MEDICINE,Egypt,Helwan
HORUS UNIVERSITY FACULTY OF MEDICINE,Egypt,New Damietta City
IBRAHIM PASHA UNIVERSITY FACULTY OF MEDICINE,Egypt,Cairo
KAFRELSHEIKH UNIVERSITY FACULTY OF MEDICINE,Egypt,Kafrelsheikh
KING SALMAN INTERNATIONAL UNIVERSITY FACULTY OF MEDICINE,Egypt,El Tur
MANSOURA UNIVERSITY FACULTY OF MEDICINE,Egypt,Mansoura
MENOUFIA UNIVERSITY FACULTY OF MEDICINE,Egypt,Shebin El Kom
MERIT UNIVERSITY FACULTY OF MEDICINE,Egypt,New Sohag
MINIA UNIVERSITY FACULTY OF MEDICINE,Egypt,Minia
MISR UNIVERSITY FOR SCIENCE AND TECHNOLOGY COLLEGE OF MEDICINE,Egypt,6th of October City
MODERN UNIVERSITY FOR TECHNOLOGY AND INFORMATION (MTI) FACULTY OF MEDICINE,Egypt,Cairo
NAHDA UNIVERSITY IN BENI SUEF FACULTY OF MEDICINE,Egypt,Beni Suef
NEW MANSOURA UNIVERSITY FACULTY OF MEDICINE,Egypt,New Mansoura City
NEWGIZA UNIVERSITY SCHOOL OF MEDICINE,Egypt,Giza
OCTOBER 6 UNIVERSITY FACULTY OF MEDICINE,Egypt,6th of October City
PORT SAID UNIVERSITY FACULTY OF MEDICINE,Egypt,Port Said
"QENA FACULTY OF MEDICINE, SOUTH VALLEY UNIVERSITY",Egypt,Qena
SOHAG UNIVERSITY FACULTY OF MEDICINE,Egypt,Sohag
SUEZ CANAL UNIVERSITY FACULTY OF MEDICINE,Egypt,Ismailia
SUEZ UNIVERSITY FACULTY OF MEDICINE,Egypt,El Salam
TANTA UNIVERSITY FACULTY OF MEDICINE,Egypt,Tanta
ZAGAZIG UNIVERSITY FACULTY OF MEDICINE,Egypt,Zagazig
UNIVERSIDAD AUTÓNOMA DE SANTA ANA FACULTAD DE MEDICINA,El Salvador,Santa Ana
UNIVERSIDAD CATÓLICA DE EL SALVADOR FACULTAD DE CIENCIAS DE LA SALUD,El Salvador,Santa Ana
UNIVERSIDAD DE EL SALVADOR FACULTAD DE MEDICINA,El Salvador,San Salvador
UNIVERSIDAD DE EL SALVADOR FACULTAD MULTIDISCIPLINARIA DE OCCIDENTE,El Salvador,Santa Ana
UNIVERSIDAD DE EL SALVADOR FACULTAD MULTIDISCIPLINARIA DE ORIENTE,El Salvador,San Miguel
UNIVERSIDAD DE ORIENTE 'UNIVO' FACULTAD DE CIENCIAS DE LA SALUD,El Salvador,San Miguel
UNIVERSIDAD DR. JOSÉ MATÍAS DELGADO FACULTAD DE CIENCIAS DE LA SALUD DR. LUIS EDMUNDO VÁSQUEZ,El Salvador,Antiguo Cuscatlan
UNIVERSIDAD EVANGÉLICA DE EL SALVADOR FACULTAD DE MEDICINA,El Salvador,San Salvador
UNIVERSIDAD NUEVA SAN SALVADOR FACULTAD DE CIENCIAS DE LA SALUD,El Salvador,San Salvador
UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER FACULTAD DE MEDICINA,El Salvador,San Salvador
OROTTA SCHOOL OF MEDICINE AND DENTISTRY,Eritrea,Asmara
UNIVERSITY OF TARTU FACULTY OF MEDICINE,Estonia,Tartu
ADAMA GENERAL HOSPITAL AND MEDICAL COLLEGE,Ethiopia,Adama
ADAMA HOSPITAL MEDICAL COLLEGE,Ethiopia,Adama
"ADDIS ABABA UNIVERSITY, COLLEGE OF HEALTH SCIENCES, SCHOOL OF MEDICINE",Ethiopia,Addis Ababa
ADIGRAT UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCE,Ethiopia,Adigrat
AFRICA MEDICAL COLLEGE,Ethiopia,Addis Ababa
AKSUM UNIVERSITY COLLEGE OF HEALTH SCIENCE,Ethiopia,Axum
AMBO UNIVERSITY MEDICAL SCHOOL,Ethiopia,Ambo
ARBA MINCH UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCES,Ethiopia,Arba Minch
ARSI UNIVERSITY COLLEGE OF HEALTH SCIENCES,Ethiopia,Asella
BAHIR DAR UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCES,Ethiopia,Bahir Dar
BETHEL MEDICAL COLLEGE,Ethiopia,Addis Ababa
DEBRE BERHAN UNIVERSITY SCHOOL OF HEALTH SCIENCE,Ethiopia,Debre Berhan
DEBRE MARKOS UNIVERSITY SCHOOL OF MEDICINE,Ethiopia,Debre Markos
DEBRE TABOR UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCE,Ethiopia,Debre Tabor
DEFENSE UNIVERSITY COLLEGE OF HEALTH SCIENCES,Ethiopia,Addis Ababa
DILLA UNIVERSITY SCHOOL OF HEALTH AND MEDICAL SCIENCE,Ethiopia,Dilla
DIRE DAWA UNIVERSITY SCHOOL OF MEDICINE,Ethiopia,Dire Dawa
ETHIOPIAN CATHOLIC UNIVERSITY OF ST. THOMAS AQUINAS (ECUSTA) SCHOOL OF MEDICINE,Ethiopia,Addis Ababa
GAMBY COLLEGE OF MEDICAL SCIENCE,Ethiopia,Bahir Dar
HARAMAYA UNIVERSITY COLLEGE OF HEALTH AND MEDICAL SCIENCES,Ethiopia,Haramaya
HAWASSA UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCE,Ethiopia,Hawassa
HAYAT MEDICAL COLLEGE,Ethiopia,Addis Ababa
JIGJIGA UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCE,Ethiopia,Jigjiga
JIMMA UNIVERSITY INSTITUTE OF HEALTH FACULTY OF MEDICAL SCIENCE,Ethiopia,Jimma
MADDA WALABU UNIVERSITY COLLEGE OF MEDICINE,Ethiopia,Bale Robe
MEKELLE UNIVERSITY COLLEGE OF HEALTH SCIENCES,Ethiopia,Mekelle
MIZAN-TEPI UNIVERSITY COLLEGE OF HEALTH SCIENCE,Ethiopia,Mizan-Teferi
MYUNGSUNG MEDICAL COLLEGE,Ethiopia,Addis Ababa
SANTÉ MEDICAL COLLEGE,Ethiopia,Addis Ababa
ST. PAUL'S HOSPITAL MILLENNIUM MEDICAL COLLEGE,Ethiopia,Addis Ababa
UNIVERSITY OF GONDAR COLLEGE OF MEDICINE AND HEALTH SCIENCES,Ethiopia,Gondar
WACHEMO UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCES,Ethiopia,Hosaena
WOLAITA SODO UNIVERSITY COLLEGE OF HEALTH SCIENCES AND MEDICINE,Ethiopia,Sodo
WOLKITE UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCES,Ethiopia,Wolkite
WOLLEGA UNIVERSITY COLLEGE OF MEDICAL AND HEALTH SCIENCES,Ethiopia,Nekemte
WOLLO UNIVERSITY COLLEGE OF MEDICINE AND HEALTH SCIENCES,Ethiopia,Dessie
YEKATIT 12 HOSPITAL MEDICAL COLLEGE,Ethiopia,Addis Ababa
YIRGALEM HOSPITAL MEDICAL COLLEGE,Ethiopia,Yirgalem
"FIJI NATIONAL UNIVERSITY COLLEGE OF MEDICINE, NURSING & HEALTH SCIENCES",Fiji,Suva
"UMANAND PRASAD SCHOOL OF MEDICINE, UNIVERSITY OF FIJI",Fiji,Lautoka
TAMPERE UNIVERSITY FACULTY OF MEDICINE AND HEALTH TECHNOLOGY,Finland,Tampere
UNIVERSITY OF EASTERN FINLAND SCHOOL OF MEDICINE,Finland,Kuopio
UNIVERSITY OF HELSINKI FACULTY OF MEDICINE,Finland,Helsinki
UNIVERSITY OF OULU FACULTY OF MEDICINE,Finland,Oulu
UNIVERSITY OF TURKU FACULTY OF MEDICINE,Finland,Turku
"FACULTÉ DE MÉDECINE DE LIMOGES, UNIVERSITÉ DE LIMOGES",France,Limoges
"FACULTÉ DE MÉDECINE DE RENNES, UNIVERSITÉ DE RENNES 1",France,Rennes
FACULTÉ DE MÉDECINE DE SORBONNE UNIVERSITÉ,France,Paris
FACULTÉ DE MÉDECINE ET DE MAÏEUTIQUE LYON SUD CHARLES MÉRIEUX,France,Oullins
"FACULTÉ DE MÉDECINE ET DE PHARMACIE DE BESANÇON, UNIVERSITÉ DE FRANCHE-COMTÉ",France,Besançon
"FACULTÉ DE MÉDECINE ET DE PHARMACIE, UNIVERSITÉ DE ROUEN-HAUTE NORMANDIE",France,Rouen
"FACULTÉ DE MÉDECINE ET DES SCIENCES DE LA SANTÉ DE BREST, UBO",France,Brest
"FACULTÉ DE MÉDECINE ET MAÏEUTIQUE, UNIVERSITÉ CATHOLIQUE DE LILLE",France,Lille
FACULTÉ DE MÉDECINE GRANGE BLANCHE,France,Lyon
"FACULTÉ DE MÉDECINE HENRI WAREMBOURG, UFR3S, UNIVERSITÉ DE LILLE",France,Lille
"FACULTÉ DE MÉDECINE HYACINTHE BASTARAUD, UNIVERSITÉ DES ANTILLES ET DE LA GUYANE",France,Pointe-a-Pitre
FACULTÉ DE MÉDECINE HYACINTHE-VINCENT,France,Bordeaux
"FACULTÉ DE MÉDECINE JACQUES LISFRANC, UNIVERSITÉ JEAN MONNET SAINT-ETIENNE",France,Saint-Priest en Jarez
"FACULTÉ DE MÉDECINE LAENNEC, UNIVERSITÉ CLAUDE-BERNARD-LYON-I",France,Lyon
"FACULTÉ DE MÉDECINE LYON EST, UNIVERSITÉ DE LYON",France,Lyon
"FACULTÉ DE MÉDECINE LYON NORD, UNIVERSITÉ CLAUDE-BERNARD-LYON-I",France,Villeurbanne
"FACULTÉ DE MÉDECINE MONTPELLIER-NÎMES, UNIVERSITÉ DE MONTPELLIER",France,Montpellier
FACULTÉ DE MÉDECINE NECKER-ENFANTS MALADES,France,Paris
"FACULTÉ DE MÉDECINE PARIS-OUEST, UNIVERSITÉ DE PARIS V",France,Garches
FACULTÉ DE MÉDECINE PAUL BROCA,France,Bordeaux
FACULTÉ DE MÉDECINE TOULOUSE-PURPAN,France,Toulouse
FACULTÉ DE MÉDECINE TOULOUSE-RANGUEIL,France,Toulouse
FACULTÉ DE MÉDECINE VICTOR PACHON,France,Bordeaux
"FACULTÉ DE MÉDECINE, MAÏEUTIQUE ET MÉTIERS DE LA SANTÉ À NANCY, UNIVERSITÉ DE LORRAINE",France,Vandoeuvre-Les Nancy
"FACULTÉ DES SCIENCES FONDAMENTALES ET BIOMÉDICALES, UNIVERSITÉ DE PARIS",France,Paris
FACULTÉ DES SCIENCES MÉDICALES ET PARAMÉDICALES UNIVERSITÉ D’AIX-MARSEILLE AMU,France,Marseille
"UFR DE MÉDECINE BROUSSAIS HÔTEL DIEU, UNIVERSITÉ PIERRE ET MARIE CURIE",France,Paris
